,title,sonnet_num,line,line_number_global,line_number,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
539,Sonnets,39.0,That due to thee which thou deserv'st alone.,540.0,8,0.222,0.778,0.0,-0.25,,,alone,thee thou deserv st 
540,Sonnets,39.0,"O absence, what a torment wouldst thou prove,",541.0,9,0.0,1.0,0.0,0.0,prove,absence torment,,o absence torment wouldst thou prove 
541,Sonnets,39.0,Were it not thy sour leisure gave sweet leave,542.0,10,0.107,0.625,0.268,0.4215,give,leisure leave,,thy sour leisure give sweet leave
542,Sonnets,39.0,"To entertain the time with thoughts of love,",543.0,11,0.0,0.48,0.52,0.7579,entertain,time thought love,,entertain time thought love 
543,Sonnets,39.0,"Which time and thoughts so sweetly dost deceive,",544.0,12,0.229,0.463,0.308,0.2564,dost,time thought deceive,so sweetly,time thought sweetly dost deceive 
544,Sonnets,39.0,"And that thou teachest how to make one twain,",545.0,13,0.0,1.0,0.0,0.0,teachest make,twain,how,thou teachest twain 
545,Sonnets,39.0,By praising him here who doth hence remain!,546.0,14,0.0,0.649,0.351,0.5848,praise doth remain,,here hence,praise doth remain 
546,Sonnets,40.0,"Take all my loves, my love, yea, take them all,",547.0,1,0.0,0.503,0.497,0.836,take take,love love,,love love yea 
547,Sonnets,40.0,What hast thou then more than thou hadst before?,548.0,2,0.0,1.0,0.0,0.0,,hast,then before,hast thou thou hadst 
548,Sonnets,40.0,"No love, my love, that thou mayst true love call,",549.0,3,0.097,0.221,0.681,0.9349,,love love love call,,love love thou mayst true love 
549,Sonnets,40.0,"All mine was thine, before thou hadst this more.",550.0,4,0.0,1.0,0.0,0.0,,mine,,thine thou hadst 
550,Sonnets,40.0,"Then if for my love thou my love receivest,",551.0,5,0.0,0.455,0.545,0.8555,,love love receivest,then,love thou love receivest 
551,Sonnets,40.0,"I cannot blame thee for my love thou usest,",552.0,6,0.0,0.49,0.51,0.738,can blame,love,,blame thee love thou usest 
552,Sonnets,40.0,"But yet be blam'd, if thou this self deceivest",553.0,7,0.0,1.0,0.0,0.0,,self,yet,blam d thou self deceivest
553,Sonnets,40.0,By willful taste of what thyself refusest.,554.0,8,0.0,1.0,0.0,0.0,,taste,,willful taste thyself refusest 
554,Sonnets,40.0,"I do forgive thy robb'ry, gentle thief,",555.0,9,0.298,0.263,0.439,0.1531,forgive,robb'ry thief,,forgive thy robb ry gentle thief 
555,Sonnets,40.0,Although thou steal thee all my poverty;,556.0,10,0.565,0.435,0.0,-0.7579,steal,poverty,,thou steal thee poverty 
556,Sonnets,40.0,And yet love knows it is a greater grief,557.0,11,0.215,0.336,0.45,0.5423,know,love grief,yet,love know great grief
557,Sonnets,40.0,To bear love's wrong than hate's known injury.,558.0,12,0.496,0.504,0.0,-0.7096,bear know,love hate injury,,bear love wrong hate know injury 
558,Sonnets,40.0,"Lascivious grace, in whom all ill well shows,",559.0,13,0.22,0.394,0.386,0.2732,,grace show,well,lascivious grace ill show 
559,Sonnets,40.0,"Kill me with spites, yet we must not be foes.",560.0,14,0.428,0.422,0.15,-0.6828,kill must,spite foe,,kill spite foe 
560,Sonnets,41.0,Those pretty wrongs that liberty commits,561.0,1,0.0,0.28,0.72,0.7717,,wrong liberty commit,,pretty wrong liberty commit
561,Sonnets,41.0,"When I am sometime absent from thy heart,",562.0,2,0.0,1.0,0.0,0.0,,heart,when sometime,absent thy heart 
562,Sonnets,41.0,"Thy beauty and thy years full well befits,",563.0,3,0.0,0.504,0.496,0.7096,,beauty year befit,,Thy beauty thy year befit 
563,Sonnets,41.0,For still temptation follows where thou art.,564.0,4,0.0,1.0,0.0,0.0,follow,temptation,still where,temptation follow thou art 
564,Sonnets,41.0,"Gentle thou art, and therefore to be won,",565.0,5,0.0,0.476,0.524,0.765,win,art,therefore,Gentle thou art win 
565,Sonnets,41.0,"Beauteous thou art, therefore to be assailed;",566.0,6,0.0,0.632,0.368,0.5423,assail,art,therefore,Beauteous thou art assail 
566,Sonnets,41.0,"And when a woman woos, what woman's son",567.0,7,0.0,1.0,0.0,0.0,woo,woman woman son,when,woman woo woman son
567,Sonnets,41.0,Will sourly leave her till she have prevailed?,568.0,8,0.146,0.854,0.0,-0.0516,Will leave prevail,,sourly,sourly leave till prevail 
568,Sonnets,41.0,"Ay me, but yet thou mightst my seat forbear,",569.0,9,0.0,1.0,0.0,0.0,,seat,yet,ay thou mightst seat forbear 
569,Sonnets,41.0,"And chide thy beauty and thy straying youth,",570.0,10,0.0,0.648,0.352,0.5859,chide stray,beauty youth,,chide thy beauty thy stray youth 
570,Sonnets,41.0,Who lead thee in their riot even there,571.0,11,0.34,0.66,0.0,-0.5574,lead,riot,even there,lead thee riot
571,Sonnets,41.0,Where thou art forc'd to break a twofold truth:,572.0,12,0.0,0.753,0.247,0.3182,break,truth,where,thou art forc d break twofold truth 
572,Sonnets,41.0,"Hers by thy beauty tempting her to thee,",573.0,13,0.0,0.648,0.352,0.5859,tempt,her beauty,,thy beauty tempt thee 
573,Sonnets,41.0,Thine by thy beauty being false to me.,574.0,14,0.0,0.648,0.352,0.5859,,thine beauty,,thine thy beauty false 
574,Sonnets,42.0,"That thou hast her, it is not all my grief,",575.0,1,0.0,0.774,0.226,0.3875,hast,grief,,thou hast grief 
575,Sonnets,42.0,And yet it may be said I lov'd her dearly;,576.0,2,0.0,0.741,0.259,0.4215,may say lov'd,,yet dearly,say lov d dearly 
576,Sonnets,42.0,"That she hath thee is of my wailing chief,",577.0,3,0.0,1.0,0.0,0.0,wail,chief,,hath thee wail chief 
577,Sonnets,42.0,A loss in love that touches me more nearly.,578.0,4,0.184,0.48,0.336,0.4404,touch,loss love,more nearly,loss love touch nearly 
578,Sonnets,42.0,"Loving offenders, thus I will excuse ye:",579.0,5,0.234,0.28,0.486,0.4019,love will excuse,offender,thus,love offender excuse ye 
579,Sonnets,42.0,"Thou dost love her because thou know'st I love her,",580.0,6,0.0,0.455,0.545,0.8555,dost love love,,,Thou dost love thou know st love 
580,Sonnets,42.0,"And for my sake even so doth she abuse me,",581.0,7,0.332,0.668,0.0,-0.6666,abuse,sake,even so,sake doth abuse 
581,Sonnets,42.0,Suff'ring my friend for my sake to approve her.,582.0,8,0.0,0.714,0.286,0.4939,suff're approve,friend sake,,suff re friend sake approve 
582,Sonnets,42.0,"If I lose thee, my loss is my love's gain,",583.0,9,0.347,0.417,0.236,-0.1531,lose,loss love gain,,lose thee loss love gain 
583,Sonnets,42.0,"And losing her, my friend hath found that loss;",584.0,10,0.348,0.426,0.227,-0.1779,lose find,friend loss,,lose friend hath find loss 
584,Sonnets,42.0,"Both find each other, and I lose both twain,",585.0,11,0.278,0.722,0.0,-0.4019,find lose,twain,,find lose twain 
585,Sonnets,42.0,And both for my sake lay on me this cross.,586.0,12,0.0,1.0,0.0,0.0,lie,sake cross,,sake lie cross 
586,Sonnets,42.0,"But here's the joy, my friend and I are one;",587.0,13,0.0,0.424,0.576,0.8885,,joy friend,here,joy friend 
587,Sonnets,42.0,Sweet flattery! Then she loves but me alone.,588.0,14,0.203,0.324,0.473,0.3274,love,flattery,then,sweet flattery love 
588,Sonnets,43.0,"When most I wink, then do mine eyes best see,",589.0,1,0.0,0.656,0.344,0.6369,wink see,eye,when then best,wink eye best 
589,Sonnets,43.0,"For all the day they view things unrespected,",590.0,2,0.0,1.0,0.0,0.0,view,day thing,,day view thing unrespected 
590,Sonnets,43.0,"But when I sleep, in dreams they look on thee,",591.0,3,0.0,0.693,0.307,0.5499,sleep look,dream,when,sleep dream look thee 
591,Sonnets,43.0,"And darkly bright, are bright in dark directed.",592.0,4,0.0,0.508,0.492,0.7003,direct,,darkly,darkly bright bright dark direct 
592,Sonnets,43.0,"Then thou, whose shadow shadows doth make bright,",593.0,5,0.0,0.707,0.293,0.4404,shadow make,shadow doth,then,thou shadow shadow doth bright 
593,Sonnets,43.0,How would thy shadow's form form happy show,594.0,6,0.0,0.654,0.346,0.5719,would thy,shadow form form show,how,thy shadow form form happy
594,Sonnets,43.0,"To the clear day with thy much clearer light,",595.0,7,0.0,0.755,0.245,0.3818,,day light,much,clear day thy clear light 
595,Sonnets,43.0,When to unseeing eyes thy shade shines so!,596.0,8,0.0,1.0,0.0,0.0,shine,eye shade,when so,unseeing eye thy shade shine 
596,Sonnets,43.0,How would (I say) mine eyes be blessed made,597.0,9,0.0,0.672,0.328,0.5994,would say bless make,mine eye,how, eye bless
597,Sonnets,43.0,"By looking on thee in the living day,",598.0,10,0.0,1.0,0.0,0.0,look live,day,,look thee live day 
598,Sonnets,43.0,When in dead night thy fair imperfect shade,599.0,11,0.475,0.36,0.165,-0.6486,,night imperfect shade,when,dead night thy fair imperfect shade
599,Sonnets,43.0,Through heavy sleep on sightless eyes doth stay!,600.0,12,0.0,1.0,0.0,0.0,stay,sleep sightless eye,,heavy sleep sightless eye doth stay 
600,Sonnets,43.0,"All days are nights to see till I see thee,",601.0,13,0.0,1.0,0.0,0.0,see see,day night,,day night till thee 
601,Sonnets,43.0,And nights bright days when dreams do show thee me.,602.0,14,0.0,0.588,0.412,0.6808,show thee,night day dream,when,night bright day dream thee 
602,Sonnets,44.0,"If the dull substance of my flesh were thought,",603.0,1,0.252,0.748,0.0,-0.4019,think,substance flesh,,dull substance flesh think 
603,Sonnets,44.0,"Injurious distance should not stop my way,",604.0,2,0.0,0.761,0.239,0.2235,should stop,distance way,,injurious distance stop way 
604,Sonnets,44.0,"For then despite of space I would be brought,",605.0,3,0.0,1.0,0.0,0.0,would bring,space,then,despite space bring 
605,Sonnets,44.0,"From limits far remote, where thou dost stay.",606.0,4,0.0,1.0,0.0,0.0,,limit stay,far where,limit far remote thou dost stay 
606,Sonnets,44.0,No matter then although my foot did stand,607.0,5,0.237,0.645,0.118,-0.2732,stand,foot,no matter then,matter foot stand
607,Sonnets,44.0,"Upon the farthest earth remov'd from thee,",608.0,6,0.0,1.0,0.0,0.0,remov'd,earth,,farth earth remov d thee 
608,Sonnets,44.0,For nimble thought can jump both sea and land,609.0,7,0.0,1.0,0.0,0.0,can jump,thought sea land,,nimble thought jump sea land
609,Sonnets,44.0,As soon as think the place where he would be.,610.0,8,0.0,1.0,0.0,0.0,think would,place,as soon where,soon think place 
610,Sonnets,44.0,"But ah, thought kills me that I am not thought,",611.0,9,0.373,0.627,0.0,-0.6956,think kill think,,,ah think kill think 
611,Sonnets,44.0,"To leap large lengths of miles when thou art gone,",612.0,10,0.0,1.0,0.0,0.0,leap go,length mile,when,leap large length mile thou art go 
612,Sonnets,44.0,"But that, so much of earth and water wrought,",613.0,11,0.0,1.0,0.0,0.0,,earth water wrought,so, earth water wrought 
613,Sonnets,44.0,"I must attend time's leisure with my moan,",614.0,12,0.211,0.789,0.0,-0.1531,must attend,time leisure moan,,attend time leisure moan 
614,Sonnets,44.0,Receiving nought by elements so slow,615.0,13,0.0,1.0,0.0,0.0,receive,nought element,so,receive nought element slow
615,Sonnets,44.0,"But heavy tears, badges of either's woe.",616.0,14,0.548,0.452,0.0,-0.7227,,tear badge woe,,heavy tear badge woe 
616,Sonnets,45.0,"The other two, slight air and purging fire,",617.0,1,0.255,0.745,0.0,-0.34,,air purging fire,, slight air purging fire 
617,Sonnets,45.0,"Are both with thee, where ever I abide;",618.0,2,0.0,1.0,0.0,0.0,abide,,where ever,thee abide 
618,Sonnets,45.0,"The first my thought, the other my desire,",619.0,3,0.0,0.722,0.278,0.4019,,thought desire,,thought desire 
619,Sonnets,45.0,These present-absent with swift motion slide.,620.0,4,0.0,0.735,0.265,0.2023,,motion slide,,present absent swift motion slide 
620,Sonnets,45.0,For when these quicker elements are gone,621.0,5,0.0,1.0,0.0,0.0,go,element,when,quick element go
621,Sonnets,45.0,"In tender embassy of love to thee,",622.0,6,0.0,0.588,0.412,0.6369,,embassy love,,tender embassy love thee 
622,Sonnets,45.0,"My life being made of four, with two alone",623.0,7,0.2,0.8,0.0,-0.25,make,life,alone,life 
623,Sonnets,45.0,"Sinks down to death, oppress'd with melancholy;",624.0,8,0.576,0.424,0.0,-0.7783,,sink death,down,sink death oppress d melancholy 
624,Sonnets,45.0,Until live's composition be recured,625.0,9,0.0,1.0,0.0,0.0,recur,composition,,live composition recur
625,Sonnets,45.0,"By those swift messengers return'd from thee,",626.0,10,0.0,0.769,0.231,0.2023,,messenger,,swift messenger return d thee 
626,Sonnets,45.0,"Who even but now come back again, assured",627.0,11,0.0,0.683,0.317,0.5023,come assure,,even now back again,come assure
627,Sonnets,45.0,"Of thy fair health, recounting it to me.",628.0,12,0.0,0.753,0.247,0.3182,recount,health,,thy fair health recount 
628,Sonnets,45.0,"This told, I joy, but then no longer glad,",629.0,13,0.197,0.352,0.451,0.5574,tell joy,,then no longer,tell joy longer glad 
629,Sonnets,45.0,I send them back again and straight grow sad.,630.0,14,0.282,0.545,0.173,-0.296,send grow,,back again straight,send straight grow sad 
630,Sonnets,46.0,"Mine eye and heart are at a mortal war,",631.0,1,0.358,0.642,0.0,-0.5994,,eye heart war,,eye heart mortal war 
631,Sonnets,46.0,How to divide the conquest of thy sight:,632.0,2,0.0,1.0,0.0,0.0,divide,conquest sight,how,divide conquest thy sight 
632,Sonnets,46.0,"Mine eye my heart thy picture's sight would bar,",633.0,3,0.0,1.0,0.0,0.0,would bar,mine eye heart picture sight,,eye heart thy picture sight bar 
633,Sonnets,46.0,My heart mine eye the freedom of that right.,634.0,4,0.0,0.656,0.344,0.6369,,heart mine eye freedom right,,heart eye freedom right 
634,Sonnets,46.0,My heart doth plead that thou in him dost lie,635.0,5,0.0,1.0,0.0,0.0,,heart doth plead lie,,heart doth plead thou dost lie
635,Sonnets,46.0,"(A closet never pierc'd with crystal eyes),",636.0,6,0.0,1.0,0.0,0.0,pierc'd,closet crystal eye,never, closet pierc d crystal eye 
636,Sonnets,46.0,"But the defendant doth that plea deny,",637.0,7,0.341,0.659,0.0,-0.4767,,defendant doth plea deny,,defendant doth plea deny 
637,Sonnets,46.0,And says in him thy fair appearance lies.,638.0,8,0.252,0.541,0.207,-0.128,say lie,appearance,,say thy fair appearance lie 
638,Sonnets,46.0,To 'cide this title is impanelled,639.0,9,0.0,1.0,0.0,0.0,cide impanel,title,, cide title impanel
639,Sonnets,46.0,"A quest of thoughts, all tenants to the heart,",640.0,10,0.0,1.0,0.0,0.0,,quest thought tenant heart,,quest thought tenant heart 
640,Sonnets,46.0,And by their verdict is determined,641.0,11,0.0,0.5,0.5,0.4588,determine,verdict,,verdict determine
641,Sonnets,46.0,The clear eye's moiety and the dear heart's part--,642.0,12,0.0,0.574,0.426,0.6369,,eye moiety heart part--,,clear eye moiety dear heart part 
642,Sonnets,46.0,"As thus: mine eye's due is thy outward part,",643.0,13,0.0,1.0,0.0,0.0,,eye part,thus, eye thy outward 
643,Sonnets,46.0,And my heart's right thy inward love of heart.,644.0,14,0.0,0.656,0.344,0.6369,,heart thy love heart,,heart right thy inward love heart 
644,Sonnets,47.0,"Betwixt mine eye and heart a league is took,",645.0,1,0.0,1.0,0.0,0.0,take,mine eye heart league,,Betwixt eye heart league take 
645,Sonnets,47.0,And each doth good turns now unto the other:,646.0,2,0.0,0.734,0.266,0.4404,turn,doth,now,doth good turn unto 
646,Sonnets,47.0,"When that mine eye is famish'd for a look,",647.0,3,0.0,1.0,0.0,0.0,,mine eye famish'd look,when,eye famish d look 
647,Sonnets,47.0,"Or heart in love with sighs himself doth smother,",648.0,4,0.2,0.5,0.3,0.34,,heart love sigh smother,,heart love sigh doth smother 
648,Sonnets,47.0,"With my love's picture then my eye doth feast,",649.0,5,0.0,1.0,0.0,0.0,,love picture eye doth feast,then,love picture eye doth feast 
649,Sonnets,47.0,And to the painted banquet bids my heart;,650.0,6,0.0,1.0,0.0,0.0,paint,banquet bid heart,,paint banquet bid heart 
650,Sonnets,47.0,"Another time mine eye is my heart's guest,",651.0,7,0.0,1.0,0.0,0.0,,time eye heart guest,,time eye heart guest 
651,Sonnets,47.0,And in his thoughts of love doth share a part.,652.0,8,0.0,0.522,0.478,0.7506,share,thought love doth part,,thought love doth share 
652,Sonnets,47.0,"So either by thy picture or my love,",653.0,9,0.0,0.625,0.375,0.6369,,picture love,so either,thy picture love 
653,Sonnets,47.0,"Thyself away are present still with me,",654.0,10,0.0,1.0,0.0,0.0,,,away still,thyself away present 
654,Sonnets,47.0,"For thou not farther than my thoughts canst move,",655.0,11,0.0,1.0,0.0,0.0,,thought canst move,,thou farth thought canst 
655,Sonnets,47.0,"And I am still with them, and they with thee;",656.0,12,0.0,1.0,0.0,0.0,,,still, thee 
656,Sonnets,47.0,"Or if they sleep, thy picture in my sight",657.0,13,0.0,1.0,0.0,0.0,sleep,picture sight,,sleep thy picture sight
657,Sonnets,47.0,Awakes my heart to heart's and eye's delight.,658.0,14,0.0,0.642,0.358,0.5994,,awake heart heart eye delight,,awake heart heart eye delight 
658,Sonnets,48.0,"How careful was I, when I took my way,",659.0,1,0.0,0.814,0.186,0.1531,take,way,how when,careful take way 
659,Sonnets,48.0,"Each trifle under truest bars to thrust,",660.0,2,0.0,0.674,0.326,0.4404,thrust,bar,trifle,trifle truest bar thrust 
660,Sonnets,48.0,That to my use it might unused stay,661.0,3,0.0,1.0,0.0,0.0,may unused stay,use,,use unused stay
661,Sonnets,48.0,"From hands of falsehood, in sure wards of trust!",662.0,4,0.0,0.543,0.457,0.7088,,hand falsehood ward trust,,hand falsehood sure ward trust 
662,Sonnets,48.0,"But thou, to whom my jewels trifles are,",663.0,5,0.0,0.636,0.364,0.6124,,jewel trifle,,thou jewel trifle 
663,Sonnets,48.0,"Most worthy comfort, now my greatest grief,",664.0,6,0.195,0.183,0.621,0.7889,,comfort grief,now,worthy comfort great grief 
664,Sonnets,48.0,"Thou best of dearest, and mine only care,",665.0,7,0.0,0.312,0.688,0.9001,,care,,Thou good dear care 
665,Sonnets,48.0,Art left the prey of every vulgar thief.,666.0,8,0.327,0.673,0.0,-0.5267,leave,art prey thief,,art leave prey vulgar thief 
666,Sonnets,48.0,"Thee have I not lock'd up in any chest,",667.0,9,0.0,1.0,0.0,0.0,lock'd,Thee chest,,Thee lock d chest 
667,Sonnets,48.0,"Save where thou art not, though I feel thou art,",668.0,10,0.0,0.714,0.286,0.4939,save feel,,where,save thou art feel thou art 
668,Sonnets,48.0,"Within the gentle closure of my breast,",669.0,11,0.0,0.674,0.326,0.4404,,closure breast,,gentle closure breast 
669,Sonnets,48.0,"From whence at pleasure thou mayst come and part,",670.0,12,0.0,0.684,0.316,0.5719,come,whence part,,pleasure thou mayst come 
670,Sonnets,48.0,"And even thence thou wilt be stol'n, I fear,",671.0,13,0.314,0.686,0.0,-0.4939,thence stol'n fear,,even,thou wilt stol n fear 
671,Sonnets,48.0,For truth proves thievish for a prize so dear.,672.0,14,0.0,0.358,0.642,0.8388,prove,truth thievish prize,so,truth prove thievish prize dear 
672,Sonnets,49.0,Against that time (if ever that time come),673.0,1,0.0,1.0,0.0,0.0,come,time time,ever,time time come 
673,Sonnets,49.0,"When I shall see thee frown on my defects,",674.0,2,0.278,0.722,0.0,-0.4019,shall see,defect,when,shall thee frown defect 
674,Sonnets,49.0,"When as thy love hath cast his utmost sum,",675.0,3,0.0,0.656,0.344,0.6369,love cast,hath sum,when,thy love hath cast utmost sum 
