,title,sonnet_num,line,line_number_global,line_number,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
1179,Sonnets,85.0,And precious phrase by all the Muses fil'd.,1180.0,4,0.0,0.654,0.346,0.5719,,phrase,,precious phrase Muses fil d 
1180,Sonnets,85.0,"I think good thoughts whilst other write good words,",1181.0,5,0.0,0.508,0.492,0.7003,think write,thought word,,think good thought whilst write good word 
1181,Sonnets,85.0,"And like unlettered clerk still cry  ""Amen""",1182.0,6,0.292,0.472,0.236,-0.1531,cry,clerk,still,like unlettered clerk cry amen 
1182,Sonnets,85.0,To every hymn that able spirit affords,1183.0,7,0.0,0.779,0.221,0.1779,,hymn spirit afford,,hymn able spirit afford
1183,Sonnets,85.0,In polish'd form of well-refined pen.,1184.0,8,0.0,1.0,0.0,0.0,refine,polish'd form pen,well,polish d form refine pen 
1184,Sonnets,85.0,"Hearing you prais'd, I say, ""'Tis so, 'tis true,""",1185.0,9,0.0,1.0,0.0,0.0,hear prais'd say tis,,so,hear prais d Tis tis true 
1185,Sonnets,85.0,"And to the most of praise add something more,",1186.0,10,0.0,0.673,0.327,0.5965,add,praise,,praise add 
1186,Sonnets,85.0,"But that is in my thought, whose love to you",1187.0,11,0.0,0.608,0.392,0.7783,,thought love,,thought love
1187,Sonnets,85.0,(Though words come hindmost) holds his rank before.,1188.0,12,0.0,1.0,0.0,0.0,come hold,word hindmost rank,before, word come hindmost hold rank 
1188,Sonnets,85.0,"Then others for the breath of words respect,",1189.0,13,0.0,0.693,0.307,0.4767,,other breath word respect,then,breath word respect 
1189,Sonnets,85.0,"Me for my dumb thoughts, speaking in effect.",1190.0,14,0.32,0.68,0.0,-0.5106,speak,thought effect,,dumb thought speak effect 
1190,Sonnets,86.0,"Was it the proud full sail of his great verse,",1191.0,1,0.0,0.526,0.474,0.802,,sail verse,,proud sail great verse 
1191,Sonnets,86.0,"Bound for the prize of all-too-precious you,",1192.0,2,0.0,0.645,0.355,0.5106,bind,prize,all too,bind prize precious 
1192,Sonnets,86.0,"That did my ripe thoughts in my brain inhearse,",1193.0,3,0.0,1.0,0.0,0.0,,thought brain inhearse,,ripe thought brain inhearse 
1193,Sonnets,86.0,Making their tomb the womb wherein they grew?,1194.0,4,0.0,1.0,0.0,0.0,make grow,tomb womb,wherein,make tomb womb grow 
1194,Sonnets,86.0,"Was it his spirit, by spirits taught to write",1195.0,5,0.0,0.825,0.175,0.1779,teach write,spirit spirit,,spirit spirit teach write
1195,Sonnets,86.0,"Above a mortal pitch, that struck me dead?",1196.0,6,0.558,0.442,0.0,-0.743,strike,pitch,,mortal pitch strike dead 
1196,Sonnets,86.0,"No, neither he, nor his compeers by night",1197.0,7,0.239,0.761,0.0,-0.296,,compeer night,, compeer night
1197,Sonnets,86.0,"Giving him aid, my verse astonished.",1198.0,8,0.0,0.444,0.556,0.6124,give astonish,aid verse,,give aid verse astonish 
1198,Sonnets,86.0,"He, nor that affable familiar ghost",1199.0,9,0.315,0.685,0.0,-0.3182,,ghost,, affable familiar ghost
1199,Sonnets,86.0,"Which nightly gulls him with intelligence,",1200.0,10,0.0,0.617,0.383,0.4767,gull,intelligence,nightly,nightly gull intelligence 
1200,Sonnets,86.0,As victors of my silence cannot boast;,1201.0,11,0.0,1.0,0.0,0.0,can boast,victor silence,,victor silence boast 
1201,Sonnets,86.0,I was not sick of any fear from thence:,1202.0,12,0.269,0.504,0.227,-0.1275,,fear thence,,sick fear 
1202,Sonnets,86.0,"But when your countenance fill'd up his line,",1203.0,13,0.0,1.0,0.0,0.0,fill'd,countenance line,when,countenance fill d line 
1203,Sonnets,86.0,"Then lack'd I matter, that enfeebled mine.",1204.0,14,0.0,0.82,0.18,0.0258,matter enfeeble,mine,then lack'd,lack d matter enfeeble 
1204,Sonnets,87.0,"Farewell, thou art too dear for my possessing,",1205.0,1,0.0,0.729,0.271,0.3818,,possessing,too,Farewell thou art dear possessing 
1205,Sonnets,87.0,And like enough thou know'st thy estimate;,1206.0,2,0.0,0.706,0.294,0.3612,,estimate,,like thou know st thy estimate 
1206,Sonnets,87.0,The charter of thy worth gives thee releasing;,1207.0,3,0.0,0.787,0.213,0.2263,give,charter worth releasing,,charter thy worth give thee releasing 
1207,Sonnets,87.0,My bonds in thee are all determinate.,1208.0,4,0.0,0.769,0.231,0.2023,,bond determinate,,bond thee determinate 
1208,Sonnets,87.0,"For how do I hold thee but by thy granting,",1209.0,5,0.0,0.731,0.269,0.4497,hold,granting,how,hold thee thy granting 
1209,Sonnets,87.0,And for that riches where is my deserving?,1210.0,6,0.0,0.673,0.327,0.5267,,riches deserving,where,riches deserving 
1210,Sonnets,87.0,"The cause of this fair gift in me is wanting,",1211.0,7,0.0,0.591,0.409,0.6731,want,cause gift,,cause fair gift want 
1211,Sonnets,87.0,And so my patent back again is swerving.,1212.0,8,0.0,1.0,0.0,0.0,swerve,patent,so back again,patent swerve 
1212,Sonnets,87.0,"Thyself thou gav'st, thy own worth then not knowing,",1213.0,9,0.0,0.808,0.192,0.2263,thy know,worth,then,Thyself thou gav st thy worth know 
1213,Sonnets,87.0,"Or me, to whom thou gav'st it, else mistaking,",1214.0,10,0.208,0.792,0.0,-0.2732,mistake,,else, thou gav st mistake 
1214,Sonnets,87.0,"So thy great gift, upon misprision growing,",1215.0,11,0.0,0.302,0.698,0.8497,grow,gift misprision,so,thy great gift misprision grow 
1215,Sonnets,87.0,"Comes home again, on better judgment making.",1216.0,12,0.0,0.674,0.326,0.4404,come make,judgment,home again,come home well judgment make 
1216,Sonnets,87.0,Thus have I had thee as a dream doth flatter:,1217.0,13,0.0,0.638,0.362,0.34,have,dream doth flatter,thus,thee dream doth flatter 
1217,Sonnets,87.0,"In sleep a king, but waking no such matter.",1218.0,14,0.281,0.603,0.116,-0.3919,wake,sleep king matter,,sleep king wake matter 
1218,Sonnets,88.0,"When thou shalt be dispos'd to set me light,",1219.0,1,0.0,1.0,0.0,0.0,dispos'd set,shalt light,when,thou shalt dispos d set light 
1219,Sonnets,88.0,"And place my merit in the eye of scorn,",1220.0,2,0.216,0.56,0.224,0.0258,place,merit eye scorn,,place merit eye scorn 
1220,Sonnets,88.0,"Upon thy side against myself I'll fight,",1221.0,3,0.302,0.698,0.0,-0.3818,will fight,side,,thy fight 
1221,Sonnets,88.0,"And prove thee virtuous, though thou art forsworn.",1222.0,4,0.0,0.673,0.327,0.5267,prove forswear,,,prove thee virtuous thou art forswear 
1222,Sonnets,88.0,"With mine own weakness being best acquainted,",1223.0,5,0.233,0.417,0.35,0.34,acquaint,weakness,best,weakness best acquaint 
1223,Sonnets,88.0,Upon thy part I can set down a story,1224.0,6,0.0,1.0,0.0,0.0,can set,part story,,thy set story
1224,Sonnets,88.0,"Of faults conceal'd, wherein I am attainted,",1225.0,7,0.383,0.617,0.0,-0.4767,attaint,fault,wherein,fault conceal d attaint 
1225,Sonnets,88.0,That thou in losing me shall win much glory.,1226.0,8,0.164,0.377,0.459,0.6908,lose shall win,glory,,thou lose shall win glory 
1226,Sonnets,88.0,"And I by this will be a gainer too,",1227.0,9,0.0,1.0,0.0,0.0,will,gainer,too,gainer 
1227,Sonnets,88.0,"For bending all my loving thoughts on thee,",1228.0,10,0.0,0.642,0.358,0.5994,bend love,thought,,bend love thought thee 
1228,Sonnets,88.0,"The injuries that to myself I do,",1229.0,11,0.0,1.0,0.0,0.0,,injury,,injury 
1229,Sonnets,88.0,"Doing thee vantage, double-vantage me.",1230.0,12,0.0,1.0,0.0,0.0,do,thee vantage vantage,,thee vantage double vantage 
1230,Sonnets,88.0,"Such is my love, to thee I so belong,",1231.0,13,0.0,0.625,0.375,0.6369,belong,love,so,love thee belong 
1231,Sonnets,88.0,That for thy right myself will bear all wrong.,1232.0,14,0.279,0.721,0.0,-0.4767,will bear,thy,,thy right bear wrong 
1232,Sonnets,89.0,"Say that thou didst forsake me for some fault,",1233.0,1,0.252,0.748,0.0,-0.4019,say forsake,fault,,thou didst forsake fault 
1233,Sonnets,89.0,And I will comment upon that offense;,1234.0,2,0.286,0.714,0.0,-0.25,will comment,offense,,comment offense 
1234,Sonnets,89.0,"Speak of my lameness, and I straight will halt,",1235.0,3,0.186,0.619,0.196,0.0258,speak will halt,lameness,straight,speak lameness straight halt 
1235,Sonnets,89.0,Against thy reasons making no defense.,1236.0,4,0.286,0.519,0.195,-0.1779,make,reason defense,,thy reason make defense 
1236,Sonnets,89.0,"Thou canst not, love, disgrace me half so ill,",1237.0,5,0.447,0.384,0.168,-0.6549,love disgrace,half,so ill,Thou canst love disgrace half ill 
1237,Sonnets,89.0,"To set a form upon desired change,",1238.0,6,0.0,0.704,0.296,0.2732,set desire,form change,,set form desire change 
1238,Sonnets,89.0,"As I'll myself disgrace, knowing thy will:",1239.0,7,0.348,0.652,0.0,-0.4939,will disgrace know,will,,disgrace know thy 
1239,Sonnets,89.0,"I will acquaintance strangle and look strange,",1240.0,8,0.265,0.735,0.0,-0.2023,will acquaintance look,strangle,,acquaintance strangle look strange 
1240,Sonnets,89.0,"Be absent from thy walks, and in my tongue",1241.0,9,0.0,1.0,0.0,0.0,,thy walk tongue,,absent thy walk tongue
1241,Sonnets,89.0,"Thy sweet beloved name no more shall dwell,",1242.0,10,0.154,0.28,0.566,0.7076,thy shall dwell,name,no,thy sweet beloved shall dwell 
1242,Sonnets,89.0,"Lest I (too much profane) should do it wrong,",1243.0,11,0.307,0.693,0.0,-0.4767,should,profane,too wrong,lest profane wrong 
1243,Sonnets,89.0,And haply of our old acquaintance tell.,1244.0,12,0.0,1.0,0.0,0.0,tell,acquaintance,haply,haply old acquaintance tell 
1244,Sonnets,89.0,"For thee, against myself I'll vow debate,",1245.0,13,0.0,1.0,0.0,0.0,will vow debate,,,thee vow debate 
1245,Sonnets,89.0,For I must ne'er love him whom thou dost hate.,1246.0,14,0.248,0.47,0.282,0.128,must love,,,ne er love thou dost hate 
1246,Sonnets,90.0,"Then hate me when thou wilt, if ever, now,",1247.0,1,0.316,0.684,0.0,-0.5719,hate,,then when ever now,hate thou wilt 
1247,Sonnets,90.0,"Now while the world is bent my deeds to cross,",1248.0,2,0.0,1.0,0.0,0.0,cross,world deed,now,world bent deed cross 
1248,Sonnets,90.0,"Join with the spite of fortune, make me bow,",1249.0,3,0.27,0.556,0.175,-0.296,join make bow,spite fortune,,join spite fortune bow 
1249,Sonnets,90.0,And do not drop in for an after-loss.,1250.0,4,0.0,0.794,0.206,0.2057,drop,loss,,drop loss 
1250,Sonnets,90.0,"Ah, do not, when my heart hath scap'd this sorrow,",1251.0,5,0.308,0.692,0.0,-0.6124,scap'd,heart hath sorrow,when,ah heart hath scap d sorrow 
1251,Sonnets,90.0,Come in the rearward of a conquer'd woe;,1252.0,6,0.318,0.682,0.0,-0.4215,come,rearward woe,,come rearward conquer d woe 
1252,Sonnets,90.0,"Give not a windy night a rainy morrow,",1253.0,7,0.0,0.804,0.196,0.0572,give,night morrow,,windy night rainy morrow 
1253,Sonnets,90.0,To linger out a purpos'd overthrow.,1254.0,8,0.0,1.0,0.0,0.0,linger,purpos'd overthrow,,linger purpos d overthrow 
1254,Sonnets,90.0,"If thou wilt leave me, do not leave me last,",1255.0,9,0.231,0.769,0.0,-0.1027,wilt leave leave,,,thou wilt leave leave 
1255,Sonnets,90.0,"When other petty griefs have done their spite,",1256.0,10,0.464,0.536,0.0,-0.6369,do,spite,when,petty griefs spite 
1256,Sonnets,90.0,"But in the onset come, so shall I taste",1257.0,11,0.0,1.0,0.0,0.0,come shall taste,onset,,onset come shall taste
1257,Sonnets,90.0,At first the very worst of fortune's might;,1258.0,12,0.386,0.614,0.0,-0.659,,fortune might,first very,bad fortune 
1258,Sonnets,90.0,"And other strains of woe, which now seem woe,",1259.0,13,0.565,0.435,0.0,-0.7783,seem,strain,now,strain woe woe 
1259,Sonnets,90.0,Compar'd with loss of thee will not seem so.,1260.0,14,0.223,0.777,0.0,-0.3182,compar'd will seem,loss thee,so,compar d loss thee 
1260,Sonnets,91.0,"Some glory in their birth, some in their skill,",1261.0,1,0.0,0.696,0.304,0.5423,,glory birth skill,,glory birth skill 
1261,Sonnets,91.0,"Some in their wealth, some in their body's force,",1262.0,2,0.0,0.714,0.286,0.4939,,wealth body force,,wealth body force 
1262,Sonnets,91.0,"Some in their garments, though new-fangled ill,",1263.0,3,0.318,0.682,0.0,-0.4215,fangle,garment ill,new,garment new fangle ill 
1263,Sonnets,91.0,"Some in their hawks and hounds, some in their horse;",1264.0,4,0.0,1.0,0.0,0.0,,hawk hound horse,,hawk hound horse 
1264,Sonnets,91.0,"And every humor hath his adjunct pleasure,",1265.0,5,0.0,0.463,0.537,0.7003,hath,humor pleasure,,humor hath adjunct pleasure 
1265,Sonnets,91.0,"Wherein it finds a joy above the rest,",1266.0,6,0.0,0.612,0.388,0.5859,find,joy rest,wherein,find joy rest 
1266,Sonnets,91.0,"But these particulars are not my measure,",1267.0,7,0.0,1.0,0.0,0.0,,particular measure,,particular measure 
1267,Sonnets,91.0,All these I better in one general best.,1268.0,8,0.0,0.413,0.587,0.7964,,,better best,better general best 
1268,Sonnets,91.0,"Thy love is better than high birth to me,",1269.0,9,0.0,0.496,0.504,0.7964,thy,love birth,,thy love well high birth 
1269,Sonnets,91.0,"Richer than wealth, prouder than garments' cost,",1270.0,10,0.0,0.29,0.71,0.8689,,wealth prouder garment cost,,rich wealth prouder garment cost 
1270,Sonnets,91.0,Of more delight than hawks or horses be;,1271.0,11,0.0,0.625,0.375,0.6361,,delight hawk horse,,delight hawk horse 
1271,Sonnets,91.0,"And having thee, of all men's pride I boast:",1272.0,12,0.0,0.745,0.255,0.34,have boast,man pride,,have thee man pride boast 
1272,Sonnets,91.0,"Wretched in this alone, that thou mayst take",1273.0,13,0.243,0.757,0.0,-0.3071,take,,alone,wretched thou mayst
1273,Sonnets,91.0,"All this away, and me most wretched make.",1274.0,14,0.0,1.0,0.0,0.0,make,,away most,away wretched 
1274,Sonnets,92.0,"But do thy worst to steal thyself away,",1275.0,1,0.624,0.376,0.0,-0.899,thy steal,,,thy bad steal thyself away 
1275,Sonnets,92.0,"For term of life thou art assured mine,",1276.0,2,0.0,0.737,0.263,0.3612,assure,term,,term life thou art assure 
1276,Sonnets,92.0,"And life no longer than thy love will stay,",1277.0,3,0.164,0.522,0.313,0.4588,will stay,life love,no longer,life longer thy love stay 
1277,Sonnets,92.0,For it depends upon that love of thine.,1278.0,4,0.0,0.625,0.375,0.6369,depend,love thine,,depend love thine 
1278,Sonnets,92.0,"Then need I not to fear the worst of wrongs,",1279.0,5,0.299,0.51,0.191,-0.3553,need fear,wrong,then,need fear bad wrong 
1279,Sonnets,92.0,When in the least of them my life hath end;,1280.0,6,0.0,1.0,0.0,0.0,,life hath end,when,life hath end 
1280,Sonnets,92.0,I see a better state to me belongs,1281.0,7,0.0,0.633,0.367,0.4404,see belong,state,,well state belong
1281,Sonnets,92.0,Than that which on thy humor doth depend.,1282.0,8,0.0,0.769,0.231,0.2732,depend,humor doth,,thy humor doth depend 
1282,Sonnets,92.0,"Thou canst not vex me with inconstant mind,",1283.0,9,0.0,1.0,0.0,0.0,vex,mind,,Thou canst vex inconstant mind 
1283,Sonnets,92.0,Since that my life on thy revolt doth lie;,1284.0,10,0.0,1.0,0.0,0.0,,life revolt doth lie,,life thy revolt doth lie 
1284,Sonnets,92.0,"O, what a happy title do I find,",1285.0,11,0.0,0.575,0.425,0.5719,find,title,,o happy title find 
1285,Sonnets,92.0,"Happy to have thy love, happy to die!",1286.0,12,0.197,0.202,0.601,0.8398,die,love,,happy thy love happy die 
1286,Sonnets,92.0,But what's so blessed-fair that fears no blot?,1287.0,13,0.535,0.465,0.0,-0.7843,fear,blot,so,blessed fair fear blot 
1287,Sonnets,92.0,"Thou mayst be false, and yet I know it not.",1288.0,14,0.0,1.0,0.0,0.0,know,,yet,Thou mayst false know 
1288,Sonnets,93.0,"So shall I live, supposing thou art true,",1289.0,1,0.0,0.682,0.318,0.4215,shall live suppose,,,shall live suppose thou art true 
1289,Sonnets,93.0,"Like a deceived husband, so love's face",1290.0,2,0.309,0.426,0.266,-0.1027,deceive,husband love face,so,like deceive husband love face
1290,Sonnets,93.0,"May still seem love to me, though alter'd new:",1291.0,3,0.0,0.656,0.344,0.6369,May seem,love,still alter'd,love alter d new 
1291,Sonnets,93.0,"Thy looks with me, thy heart in other place.",1292.0,4,0.0,1.0,0.0,0.0,look,heart place,,Thy look thy heart place 
1292,Sonnets,93.0,"For there can live no hatred in thine eye,",1293.0,5,0.478,0.522,0.0,-0.7506,can live,hatred thine eye,,live hatred thine eye 
1293,Sonnets,93.0,Therefore in that I cannot know thy change.,1294.0,6,0.0,1.0,0.0,0.0,can know,change,therefore,know thy change 
1294,Sonnets,93.0,In many's looks the false heart's history,1295.0,7,0.0,1.0,0.0,0.0,look,heart history,,look false heart history
1295,Sonnets,93.0,Is writ in moods and frowns and wrinkles strange;,1296.0,8,0.184,0.816,0.0,-0.2023,writ,mood frown wrinkle,,writ mood frown wrinkle strange 
1296,Sonnets,93.0,But heaven in thy creation did decree,1297.0,9,0.0,0.413,0.587,0.7964,,creation decree,,heaven thy creation decree
1297,Sonnets,93.0,That in thy face sweet love should ever dwell;,1298.0,10,0.0,0.408,0.592,0.8271,should dwell,face love,ever,thy face sweet love dwell 
1298,Sonnets,93.0,"What e'er thy thoughts or thy heart's workings be,",1299.0,11,0.0,1.0,0.0,0.0,,thought heart working,,e er thy thought thy heart working 
1299,Sonnets,93.0,Thy looks should nothing thence but sweetness tell.,1300.0,12,0.33,0.67,0.0,-0.5334,look should thence tell,sweetness,,Thy look sweetness tell 
1300,Sonnets,93.0,"How like Eve's apple doth thy beauty grow,",1301.0,13,0.0,0.488,0.512,0.743,grow,apple doth beauty,how,like Eve apple doth thy beauty grow 
1301,Sonnets,93.0,If thy sweet virtue answer not thy show!,1302.0,14,0.0,0.496,0.504,0.7263,,virtue answer show,,thy sweet virtue answer thy 
1302,Sonnets,94.0,"They that have pow'r to hurt, and will do none,",1303.0,1,0.274,0.726,0.0,-0.5267,hurt will,pow'r none,,pow r hurt 
1303,Sonnets,94.0,"That do not do the thing they most do show,",1304.0,2,0.0,1.0,0.0,0.0,show,thing,most,thing 
1304,Sonnets,94.0,"Who moving others, are themselves as stone,",1305.0,3,0.0,1.0,0.0,0.0,move,other stone,,move stone 
1305,Sonnets,94.0,"Unmoved, cold, and to temptation slow,",1306.0,4,0.0,1.0,0.0,0.0,,temptation,,unmoved cold temptation slow 
1306,Sonnets,94.0,"They rightly do inherit heaven's graces,",1307.0,5,0.0,0.658,0.342,0.3818,,grace,rightly,rightly inherit heaven grace 
1307,Sonnets,94.0,And husband nature's riches from expense;,1308.0,6,0.0,0.595,0.405,0.5267,,husband nature rich expense,,husband nature rich expense 
1308,Sonnets,94.0,"They are the lords and owners of their faces,",1309.0,7,0.0,1.0,0.0,0.0,,lord owner face,,lord owner face 
1309,Sonnets,94.0,Others but stewards of their excellence.,1310.0,8,0.0,0.469,0.531,0.7684,,other steward excellence,,steward excellence 
1310,Sonnets,94.0,"The summer's flow'r is to the summer sweet,",1311.0,9,0.0,0.7,0.3,0.4588,,summer flow'r summer,,summer flow r summer sweet 
1311,Sonnets,94.0,"Though to itself it only live and die,",1312.0,10,0.358,0.642,0.0,-0.5994,live die,,only,live die 
1312,Sonnets,94.0,"But if that flow'r with base infection meet,",1313.0,11,0.0,1.0,0.0,0.0,flow'r,base infection meet,,flow r base infection meet 
1313,Sonnets,94.0,The basest weed outbraves his dignity:,1314.0,12,0.0,0.649,0.351,0.4019,outbrave,basest weed dignity,,basest weed outbrave dignity 
1314,Sonnets,94.0,For sweetest things turn sourest by their deeds;,1315.0,13,0.0,1.0,0.0,0.0,turn,thing deed,sourest,sweetest thing turn sourest deed 
1315,Sonnets,94.0,Lilies that fester smell far worse than weeds.,1316.0,14,0.307,0.693,0.0,-0.4767,smell,lily fester weed,far,lily fester smell far bad weed 
1316,Sonnets,95.0,How sweet and lovely dost thou make the shame,1317.0,1,0.195,0.377,0.428,0.5719,make,shame,how,sweet lovely dost thou shame
1317,Sonnets,95.0,"Which like a canker in the fragrant rose,",1318.0,2,0.0,0.706,0.294,0.3612,rise,canker,,like canker fragrant rise 
1318,Sonnets,95.0,Doth spot the beauty of thy budding name!,1319.0,3,0.0,0.631,0.369,0.6239,bud,spot beauty thy name,,Doth spot beauty thy bud 
1319,Sonnets,95.0,"O, in what sweets dost thou thy sins enclose!",1320.0,4,0.222,0.519,0.259,0.126,dost enclose,sweet sin,,o sweet dost thou thy sin enclose 
1320,Sonnets,95.0,That tongue that tells the story of thy days,1321.0,5,0.0,1.0,0.0,0.0,tell,tongue story day,,tongue tell story thy day
1321,Sonnets,95.0,(Making lascivious comments on thy sport),1322.0,6,0.0,1.0,0.0,0.0,make,comment sport,, make lascivious comment thy sport 
1322,Sonnets,95.0,"Cannot dispraise but in a kind of praise,",1323.0,7,0.0,0.574,0.426,0.6663,can dispraise,kind praise,,dispraise kind praise 
1323,Sonnets,95.0,Naming thy name blesses an ill report.,1324.0,8,0.246,0.439,0.316,0.2023,name bless,name report,,name thy bless ill report 
1324,Sonnets,95.0,"O, what a mansion have those vices got",1325.0,9,0.0,1.0,0.0,0.0,get,mansion vice,,o mansion vice get
1325,Sonnets,95.0,"Which for their habitation chose out thee,",1326.0,10,0.0,1.0,0.0,0.0,choose,habitation,,habitation choose thee 
1326,Sonnets,95.0,"Where beauty's veil doth cover every blot,",1327.0,11,0.0,1.0,0.0,0.0,,beauty doth cover blot,where,beauty veil doth cover blot 
1327,Sonnets,95.0,And all things turns to fair that eyes can see!,1328.0,12,0.0,0.776,0.224,0.3802,turn fair can see,thing eye,,thing turn fair eye 
1328,Sonnets,95.0,"Take heed, dear heart, of this large privilege,",1329.0,13,0.0,0.541,0.459,0.6249,take,heed heart privilege,,heed dear heart large privilege 
1329,Sonnets,95.0,The hardest knife ill us'd doth lose his edge.,1330.0,14,0.44,0.56,0.0,-0.6705,lose,knife doth edge,,hard knife ill us d doth lose edge 
1330,Sonnets,96.0,"Some say thy fault is youth, some wantonness,",1331.0,1,0.278,0.722,0.0,-0.4019,say,fault youth wantonness,,thy fault youth wantonness 
1331,Sonnets,96.0,Some say thy grace is youth and gentle sport;,1332.0,2,0.0,0.551,0.449,0.6908,say,grace youth sport,,thy grace youth gentle sport 
1332,Sonnets,96.0,Both grace and faults are lov'd of more and less:,1333.0,3,0.223,0.576,0.201,-0.0772,,grace fault lov'd,more less,grace fault lov d 
1333,Sonnets,96.0,Thou mak'st faults graces that to thee resort.,1334.0,4,0.265,0.513,0.222,-0.128,grace,fault resort,,Thou mak st fault grace thee resort 
1334,Sonnets,96.0,As on the finger of a throned queen,1335.0,5,0.0,1.0,0.0,0.0,throne,finger queen,,finger throne queen
1335,Sonnets,96.0,"The basest jewel will be well esteem'd,",1336.0,6,0.0,0.521,0.479,0.5574,will,jewel,well,basest jewel esteem d 
1336,Sonnets,96.0,So are those errors that in thee are seen,1337.0,7,0.25,0.75,0.0,-0.3947,see,error,,error thee see
1337,Sonnets,96.0,"To truths translated, and for true things deem'd.",1338.0,8,0.0,0.517,0.483,0.6808,translate,truth thing,,truth translate true thing deem d 
1338,Sonnets,96.0,"How many lambs might the stern wolf betray,",1339.0,9,0.375,0.625,0.0,-0.6369,may,lamb,how,lamb stern wolf betray 
1339,Sonnets,96.0,If like a lamb he could his looks translate!,1340.0,10,0.0,0.715,0.285,0.4199,could,lamb look,,like lamb look translate 
1340,Sonnets,96.0,"How many gazers mightst thou lead away,",1341.0,11,0.0,1.0,0.0,0.0,lead,gazer,how away,gazer mightst thou lead away 
1341,Sonnets,96.0,If thou wouldst use the strength of all thy state!,1342.0,12,0.0,0.72,0.28,0.5411,use,strength state,,thou wouldst use strength thy state 
1342,Sonnets,96.0,"But do not so, I love thee in such sort,",1343.0,13,0.422,0.578,0.0,-0.7812,love,sort,so, love thee sort 
1343,Sonnets,96.0,"As thou being mine, mine is thy good report.",1344.0,14,0.0,0.734,0.266,0.4404,,mine mine report,,thou thy good report 
1344,Sonnets,97.0,How like a winter hath my absence been,1345.0,1,0.0,0.706,0.294,0.3612,,winter hath absence,how,like winter hath absence
1345,Sonnets,97.0,"From thee, the pleasure of the fleeting year!",1346.0,2,0.0,0.637,0.363,0.6114,,pleasure year,,thee pleasure fleeting year 
1346,Sonnets,97.0,"What freezings have I felt, what dark days seen!",1347.0,3,0.0,1.0,0.0,0.0,feel see,freezing day,,freezing feel dark day see 
1347,Sonnets,97.0,What old December's bareness every where!,1348.0,4,0.0,1.0,0.0,0.0,,bareness,every where,old December bareness 
1348,Sonnets,97.0,"And yet this time remov'd was summer's time,",1349.0,5,0.0,1.0,0.0,0.0,,time summer time,yet,time remov d summer time 
1349,Sonnets,97.0,"The teeming autumn, big with rich increase,",1350.0,6,0.0,0.459,0.541,0.7096,teem,autumn increase,,teem autumn big rich increase 
1350,Sonnets,97.0,"Bearing the wanton burden of the prime,",1351.0,7,0.326,0.674,0.0,-0.4404,bear,wanton burden prime,,bear wanton burden prime 
1351,Sonnets,97.0,Like widowed wombs after their lords' decease:,1352.0,8,0.292,0.472,0.236,-0.1531,widow,womb lord decease,,like widow womb lord decease 
1352,Sonnets,97.0,Yet this abundant issue seem'd to me,1353.0,9,0.0,1.0,0.0,0.0,seem'd,issue,,abundant issue seem d
1353,Sonnets,97.0,"But hope of orphans and unfathered fruit,",1354.0,10,0.0,0.609,0.391,0.5927,,hope orphan fruit,,hope orphan unfathered fruit 
1354,Sonnets,97.0,"For summer and his pleasures wait on thee,",1355.0,11,0.0,0.707,0.293,0.4404,wait,summer pleasure,,summer pleasure wait thee 
1355,Sonnets,97.0,"And thou away, the very birds are mute;",1356.0,12,0.0,1.0,0.0,0.0,,bird,away,thou away bird mute 
1356,Sonnets,97.0,"Or if they sing, 'tis with so dull a cheer",1357.0,13,0.248,0.498,0.254,0.0225,sing tis,cheer,so,sing tis dull cheer
1357,Sonnets,97.0,"That leaves look pale, dreading the winter's near.",1358.0,14,0.327,0.673,0.0,-0.5267,leave look dread,winter,,leave look pale dread winter near 
1358,Sonnets,98.0,"From you have I been absent in the spring,",1359.0,1,0.0,1.0,0.0,0.0,,spring,,absent spring 
1359,Sonnets,98.0,When proud-pied April (dress'd in all his trim),1360.0,2,0.0,1.0,0.0,0.0,pie,trim,when proud,proud pie April dress d trim 
1360,Sonnets,98.0,"Hath put a spirit of youth in every thing,",1361.0,3,0.0,0.805,0.195,0.1779,put,spirit youth thing,,Hath spirit youth thing 
1361,Sonnets,98.0,That heavy Saturn laugh'd and leapt with him.,1362.0,4,0.0,1.0,0.0,0.0,leapt,laugh'd,,heavy Saturn laugh d leapt 
1362,Sonnets,98.0,"Yet nor the lays of birds, nor the sweet smell",1363.0,5,0.216,0.784,0.0,-0.357,,lay bird smell,yet,lay bird sweet smell
1363,Sonnets,98.0,"Of different flowers in odor and in hue,",1364.0,6,0.0,1.0,0.0,0.0,,flower odor,,different flower odor hue 
1364,Sonnets,98.0,"Could make me any summer's story tell,",1365.0,7,0.0,1.0,0.0,0.0,Could make tell,summer story,,summer story tell 
1365,Sonnets,98.0,Or from their proud lap pluck them where they grew;,1366.0,8,0.0,0.744,0.256,0.4767,grow,lap pluck,where,proud lap pluck grow 
1366,Sonnets,98.0,"Nor did I wonder at the lily's white,",1367.0,9,0.0,1.0,0.0,0.0,wonder,lily white,,wonder lily white 
1367,Sonnets,98.0,"Nor praise the deep vermilion in the rose,",1368.0,10,0.295,0.705,0.0,-0.4449,praise,vermilion rose,,praise deep vermilion rose 
1368,Sonnets,98.0,"They were but sweet, but figures of delight,",1369.0,11,0.0,0.391,0.609,0.8847,,figure delight,,sweet figure delight 
